"salary_id","employee_id","month","year","base_salary","house_rent_allowance","medical_allowance","conveyance_allowance","gross_salary","provident_fund","income_tax","other_deductions","total_deductions","net_salary","payment_date","bank_account"
1302,1110,6,2022,67574.22,10136.13,3378.71,4283,85372.06,6757.42,878.71,516,8152.13,77219.93,"2022-06-27","4718-6984-4369-5922"
1303,1110,7,2022,69799.22,10469.88,3489.96,3541,87300.06,6979.92,989.96,1415,9384.88,77915.18,"2022-07-27","4718-6984-4369-5922"
1304,1110,8,2022,68169.82,10225.47,3408.49,2836,84639.78,6816.98,908.49,1182,8907.47,75732.31,"2022-08-25","4718-6984-4369-5922"
1305,1110,9,2022,73227.39,10984.11,3661.37,2075,89947.87,7322.74,1161.37,1981,10465.11,79482.76,"2022-09-26","4718-6984-4369-5922"
1306,1110,10,2022,70077.63,10511.64,3503.88,3598,87691.15,7007.76,1003.88,1905,9916.64,77774.51,"2022-10-25","4718-6984-4369-5922"
1307,1110,11,2022,70283.23,10542.48,3514.16,4114,88453.88,7028.32,1014.16,1935,9977.48,78476.39,"2022-11-26","4718-6984-4369-5922"
1308,1110,12,2022,69433.26,10414.99,3471.66,4004,87323.91,6943.33,971.66,1177,9091.99,78231.92,"2022-12-26","4718-6984-4369-5922"
1309,1111,1,2022,38858.21,5828.73,1942.91,2371,49000.85,3885.82,0.0,1736,5621.82,43379.03,"2022-01-26","4430-8384-5494-9717"
1310,1111,2,2022,36799.26,5519.89,1839.96,2723,46882.11,3679.93,0.0,1793,5472.93,41409.19,"2022-02-25","4430-8384-5494-9717"
1311,1111,3,2022,37651.0,5647.65,1882.55,3166,48347.2,3765.1,0.0,1919,5684.1,42663.1,"2022-03-26","4430-8384-5494-9717"
1312,1111,4,2022,37364.85,5604.73,1868.24,2275,47112.82,3736.48,0.0,1233,4969.48,42143.33,"2022-04-25","4430-8384-5494-9717"
1313,1111,5,2022,37091.81,5563.77,1854.59,3077,47587.17,3709.18,0.0,1846,5555.18,42031.99,"2022-05-25","4430-8384-5494-9717"
1314,1111,6,2022,36396.19,5459.43,1819.81,3882,47557.43,3639.62,0.0,1364,5003.62,42553.81,"2022-06-28","4430-8384-5494-9717"
1315,1111,7,2022,38250.84,5737.63,1912.54,3592,49493.01,3825.08,0.0,1798,5623.08,43869.93,"2022-07-25","4430-8384-5494-9717"
1316,1111,8,2022,38410.72,5761.61,1920.54,4706,50798.87,3841.07,0.0,772,4613.07,46185.79,"2022-08-28","4430-8384-5494-9717"
1317,1111,9,2022,37919.65,5687.95,1895.98,4304,49807.59,3791.97,0.0,1304,5095.97,44711.62,"2022-09-26","4430-8384-5494-9717"
1318,1111,10,2022,37585.37,5637.81,1879.27,3665,48767.44,3758.54,0.0,1514,5272.54,43494.91,"2022-10-26","4430-8384-5494-9717"
1319,1111,11,2022,39751.39,5962.71,1987.57,2612,50313.67,3975.14,0.0,1984,5959.14,44354.53,"2022-11-27","4430-8384-5494-9717"
1320,1111,12,2022,37939.43,5690.91,1896.97,4405,49932.32,3793.94,0.0,1673,5466.94,44465.38,"2022-12-27","4430-8384-5494-9717"
1321,1112,1,2022,51391.46,7708.72,2569.57,2130,63799.76,5139.15,69.57,1030,6238.72,57561.04,"2022-01-26","7088-3136-8908-9257"
1322,1112,2,2022,54742.89,8211.43,2737.14,2055,67746.47,5474.29,237.14,1685,7396.43,60350.04,"2022-02-26","7088-3136-8908-9257"
1323,1112,3,2022,52805.43,7920.82,2640.27,2624,65990.52,5280.54,140.27,1251,6671.82,59318.71,"2022-03-27","7088-3136-8908-9257"
1324,1112,4,2022,52684.56,7902.68,2634.23,4825,68046.47,5268.46,134.23,1821,7223.68,60822.79,"2022-04-27","7088-3136-8908-9257"
1325,1112,5,2022,54230.77,8134.62,2711.54,2506,67582.93,5423.08,211.54,671,6305.62,61277.31,"2022-05-26","7088-3136-8908-9257"
1326,1112,6,2022,50240.63,7536.09,2512.03,3317,63605.76,5024.06,12.03,972,6008.09,57597.66,"2022-06-26","7088-3136-8908-9257"
1327,1112,7,2022,50234.46,7535.17,2511.72,4232,64513.35,5023.45,11.72,746,5781.17,58732.18,"2022-07-28","7088-3136-8908-9257"
1328,1112,8,2022,50361.15,7554.17,2518.06,3200,63633.38,5036.11,18.06,1657,6711.17,56922.21,"2022-08-27","7088-3136-8908-9257"
1329,1112,9,2022,51241.24,7686.19,2562.06,2023,63512.49,5124.12,62.06,1589,6775.19,56737.3,"2022-09-25","7088-3136-8908-9257"
1330,1112,10,2022,52105.82,7815.87,2605.29,4412,66938.99,5210.58,105.29,717,6032.87,60906.11,"2022-10-25","7088-3136-8908-9257"
1331,1112,11,2022,51952.95,7792.94,2597.65,3837,66180.54,5195.3,97.65,749,6041.94,60138.6,"2022-11-26","7088-3136-8908-9257"
1332,1112,12,2022,54874.11,8231.12,2743.71,4590,70438.93,5487.41,243.71,1250,6981.12,63457.81,"2022-12-27","7088-3136-8908-9257"
1333,1113,1,2022,144530.5,21679.58,7226.53,4391,177827.61,14453.05,4726.53,1563,20742.58,157085.03,"2022-01-26","4368-6239-2193-7018"
1334,1113,2,2022,146184.71,21927.71,7309.24,3200,178621.65,14618.47,4809.24,1795,21222.71,157398.95,"2022-02-26","4368-6239-2193-7018"
1335,1113,3,2022,144661.87,21699.28,7233.09,4554,178148.25,14466.19,4733.09,1828,21027.28,157120.97,"2022-03-28","4368-6239-2193-7018"
1336,1113,4,2022,149954.04,22493.11,7497.7,2949,182893.85,14995.4,4997.7,1972,21965.11,160928.74,"2022-04-27","4368-6239-2193-7018"
1337,1113,5,2022,147639.42,22145.91,7381.97,2547,179714.3,14763.94,4881.97,1855,21500.91,158213.39,"2022-05-27","4368-6239-2193-7018"
1338,1113,6,2022,142762.18,21414.33,7138.11,4222,175536.62,14276.22,4638.11,1087,20001.33,155535.29,"2022-06-27","4368-6239-2193-7018"
1339,1113,7,2022,143081.87,21462.28,7154.09,2512,174210.25,14308.19,4654.09,1862,20824.28,153385.97,"2022-07-26","4368-6239-2193-7018"
1340,1113,8,2022,144963.78,21744.57,7248.19,3092,177048.54,14496.38,4748.19,1809,21053.57,155994.97,"2022-08-27","4368-6239-2193-7018"
1341,1113,9,2022,148819.62,22322.94,7440.98,2384,180967.54,14881.96,4940.98,1916,21738.94,159228.6,"2022-09-25","4368-6239-2193-7018"
1342,1113,10,2022,152289.52,22843.43,7614.48,4992,187739.42,15228.95,5114.48,1677,22020.43,165719.0,"2022-10-25","4368-6239-2193-7018"
1343,1113,11,2022,142670.74,21400.61,7133.54,4245,175449.89,14267.07,4633.54,828,19728.61,155721.27,"2022-11-26","4368-6239-2193-7018"
1344,1113,12,2022,151311.57,22696.74,7565.58,4733,186306.88,15131.16,5065.58,1469,21665.74,164641.15,"2022-12-25","4368-6239-2193-7018"
1345,1114,1,2022,61793.89,9269.08,3089.69,4299,78451.67,6179.39,589.69,1363,8132.08,70319.58,"2022-01-26","6046-4578-7510-8946"
1346,1114,2,2022,60794.54,9119.18,3039.73,2805,75758.45,6079.45,539.73,1707,8326.18,67432.27,"2022-02-27","6046-4578-7510-8946"
1347,1114,3,2022,60927.37,9139.1,3046.37,3355,76467.84,6092.74,546.37,1912,8551.1,67916.73,"2022-03-28","6046-4578-7510-8946"
1348,1114,4,2022,63463.59,9519.54,3173.18,2091,78247.31,6346.36,673.18,1518,8537.54,69709.77,"2022-04-27","6046-4578-7510-8946"
1349,1114,5,2022,62172.51,9325.88,3108.63,2462,77069.01,6217.25,608.63,1165,7990.88,69078.14,"2022-05-25","6046-4578-7510-8946"
1350,1114,6,2022,64779.01,9716.85,3238.95,2778,80512.81,6477.9,738.95,575,7791.85,72720.96,"2022-06-25","6046-4578-7510-8946"
1351,1114,7,2022,62817.74,9422.66,3140.89,4589,79970.29,6281.77,640.89,1449,8371.66,71598.63,"2022-07-27","6046-4578-7510-8946"
1352,1114,8,2022,61839.04,9275.86,3091.95,4267,78473.85,6183.9,591.95,1867,8642.86,69831.0,"2022-08-27","6046-4578-7510-8946"
1353,1114,9,2022,61449.71,9217.46,3072.49,3111,76850.66,6144.97,572.49,1399,8116.46,68734.2,"2022-09-28","6046-4578-7510-8946"
1354,1114,10,2022,60948.84,9142.33,3047.44,3414,76552.61,6094.88,547.44,1412,8054.33,68498.29,"2022-10-28","6046-4578-7510-8946"
1355,1114,11,2022,64728.87,9709.33,3236.44,4572,82246.65,6472.89,736.44,1374,8583.33,73663.32,"2022-11-25","6046-4578-7510-8946"
1356,1114,12,2022,62515.98,9377.4,3125.8,4060,79079.18,6251.6,625.8,532,7409.4,71669.78,"2022-12-28","6046-4578-7510-8946"
1357,1115,1,2022,84720.94,12708.14,4236.05,2177,103842.13,8472.09,1736.05,727,10935.14,92906.99,"2022-01-26","7464-8452-2922-1618"
1358,1115,2,2022,84176.41,12626.46,4208.82,3511,104522.69,8417.64,1708.82,1068,11194.46,93328.23,"2022-02-28","7464-8452-2922-1618"
1359,1115,3,2022,84474.17,12671.13,4223.71,3012,104381.01,8447.42,1723.71,1069,11240.13,93140.88,"2022-03-28","7464-8452-2922-1618"
1360,1115,4,2022,82058.8,12308.82,4102.94,3411,101881.56,8205.88,1602.94,1968,11776.82,90104.74,"2022-04-27","7464-8452-2922-1618"
1361,1115,5,2022,77032.64,11554.9,3851.63,4510,96949.17,7703.26,1351.63,1195,10249.9,86699.27,"2022-05-25","7464-8452-2922-1618"
1362,1115,6,2022,83548.35,12532.25,4177.42,4593,104851.02,8354.84,1677.42,1090,11122.25,93728.77,"2022-06-27","7464-8452-2922-1618"
1363,1115,7,2022,79497.02,11924.55,3974.85,3439,98835.43,7949.7,1474.85,1080,10504.55,88330.88,"2022-07-27","7464-8452-2922-1618"
1364,1115,8,2022,79654.03,11948.1,3982.7,4836,100420.83,7965.4,1482.7,672,10120.1,90300.73,"2022-08-26","7464-8452-2922-1618"
1365,1115,9,2022,79657.27,11948.59,3982.86,2743,98331.73,7965.73,1482.86,1640,11088.59,87243.14,"2022-09-26","7464-8452-2922-1618"
1366,1115,10,2022,84837.06,12725.56,4241.85,3543,105347.47,8483.71,1741.85,1746,11971.56,93375.91,"2022-10-26","7464-8452-2922-1618"
1367,1115,11,2022,78978.85,11846.83,3948.94,4633,99407.62,7897.88,1448.94,1688,11034.83,88372.79,"2022-11-25","7464-8452-2922-1618"
1368,1115,12,2022,84713.7,12707.05,4235.68,3425,105081.44,8471.37,1735.68,965,11172.05,93909.38,"2022-12-25","7464-8452-2922-1618"
1369,1116,1,2022,24971.07,3745.66,1248.55,3681,33646.28,2497.11,0.0,990,3487.11,30159.18,"2022-01-27","8664-7018-5361-2383"
1370,1116,2,2022,26276.54,3941.48,1313.83,2558,34089.85,2627.65,0.0,554,3181.65,30908.19,"2022-02-27","8664-7018-5361-2383"
1371,1116,3,2022,24348.49,3652.27,1217.42,3644,32862.19,2434.85,0.0,1650,4084.85,28777.34,"2022-03-25","8664-7018-5361-2383"
1372,1116,4,2022,25341.72,3801.26,1267.09,2998,33408.06,2534.17,0.0,1425,3959.17,29448.89,"2022-04-26","8664-7018-5361-2383"
1373,1116,5,2022,25911.03,3886.65,1295.55,2540,33633.23,2591.1,0.0,1807,4398.1,29235.13,"2022-05-27","8664-7018-5361-2383"
1374,1116,6,2022,25909.97,3886.5,1295.5,4377,35468.96,2591.0,0.0,758,3349.0,32119.96,"2022-06-26","8664-7018-5361-2383"
1375,1116,7,2022,26154.69,3923.2,1307.73,4806,36191.62,2615.47,0.0,815,3430.47,32761.16,"2022-07-28","8664-7018-5361-2383"
1376,1116,8,2022,26124.57,3918.69,1306.23,4027,35376.49,2612.46,0.0,1863,4475.46,30901.03,"2022-08-28","8664-7018-5361-2383"
1377,1116,9,2022,26115.05,3917.26,1305.75,4435,35773.06,2611.51,0.0,1406,4017.51,31755.56,"2022-09-25","8664-7018-5361-2383"
1378,1116,10,2022,25556.81,3833.52,1277.84,2332,33000.18,2555.68,0.0,1746,4301.68,28698.49,"2022-10-25","8664-7018-5361-2383"
1379,1116,11,2022,26171.28,3925.69,1308.56,2912,34317.54,2617.13,0.0,625,3242.13,31075.41,"2022-11-26","8664-7018-5361-2383"
1380,1116,12,2022,24538.0,3680.7,1226.9,4201,33646.6,2453.8,0.0,1707,4160.8,29485.8,"2022-12-25","8664-7018-5361-2383"
1381,1117,1,2022,20099.07,3014.86,1004.95,4530,28648.89,2009.91,0.0,1927,3936.91,24711.98,"2022-01-28","4106-7890-8157-3582"
1382,1117,2,2022,21302.06,3195.31,1065.1,3412,28974.47,2130.21,0.0,1142,3272.21,25702.27,"2022-02-26","4106-7890-8157-3582"
1383,1117,3,2022,21490.01,3223.5,1074.5,3734,29522.01,2149.0,0.0,1353,3502.0,26020.01,"2022-03-27","4106-7890-8157-3582"
1384,1117,4,2022,22143.79,3321.57,1107.19,3288,29860.55,2214.38,0.0,716,2930.38,26930.17,"2022-04-28","4106-7890-8157-3582"
1385,1117,5,2022,20374.73,3056.21,1018.74,4045,28494.68,2037.47,0.0,1160,3197.47,25297.21,"2022-05-25","4106-7890-8157-3582"
1386,1117,6,2022,21354.53,3203.18,1067.73,3153,28778.44,2135.45,0.0,1545,3680.45,25097.99,"2022-06-27","4106-7890-8157-3582"
1387,1117,7,2022,20159.86,3023.98,1007.99,3199,27390.83,2015.99,0.0,516,2531.99,24858.85,"2022-07-25","4106-7890-8157-3582"
1388,1117,8,2022,21770.86,3265.63,1088.54,4893,31018.04,2177.09,0.0,1207,3384.09,27633.95,"2022-08-27","4106-7890-8157-3582"
1389,1117,9,2022,21305.14,3195.77,1065.26,2116,27682.16,2130.51,0.0,869,2999.51,24682.65,"2022-09-27","4106-7890-8157-3582"
1390,1117,10,2022,21952.13,3292.82,1097.61,4752,31094.55,2195.21,0.0,1230,3425.21,27669.34,"2022-10-27","4106-7890-8157-3582"
1391,1117,11,2022,21069.91,3160.49,1053.5,2105,27388.89,2106.99,0.0,1994,4100.99,23287.9,"2022-11-28","4106-7890-8157-3582"
1392,1117,12,2022,21974.89,3296.23,1098.74,3057,29426.86,2197.49,0.0,987,3184.49,26242.38,"2022-12-25","4106-7890-8157-3582"
1393,1118,1,2022,38887.29,5833.09,1944.36,2846,49510.74,3888.73,0.0,1805,5693.73,43817.02,"2022-01-28","5442-8273-4716-5246"
1394,1118,2,2022,39205.14,5880.77,1960.26,2834,49880.16,3920.51,0.0,1337,5257.51,44622.65,"2022-02-28","5442-8273-4716-5246"
1395,1118,3,2022,39950.56,5992.58,1997.53,4314,52254.67,3995.06,0.0,968,4963.06,47291.62,"2022-03-26","5442-8273-4716-5246"
1396,1118,4,2022,38543.35,5781.5,1927.17,2452,48704.02,3854.34,0.0,618,4472.34,44231.69,"2022-04-25","5442-8273-4716-5246"
1397,1118,5,2022,38960.93,5844.14,1948.05,4798,51551.12,3896.09,0.0,1876,5772.09,45779.02,"2022-05-27","5442-8273-4716-5246"
1398,1118,6,2022,37262.08,5589.31,1863.1,2093,46807.49,3726.21,0.0,1381,5107.21,41700.29,"2022-06-26","5442-8273-4716-5246"
1399,1118,7,2022,36989.55,5548.43,1849.48,2687,47074.46,3698.96,0.0,1823,5521.96,41552.51,"2022-07-28","5442-8273-4716-5246"
1400,1118,8,2022,38733.39,5810.01,1936.67,4296,50776.07,3873.34,0.0,1710,5583.34,45192.73,"2022-08-27","5442-8273-4716-5246"
1401,1118,9,2022,38667.43,5800.11,1933.37,4034,50434.92,3866.74,0.0,714,4580.74,45854.17,"2022-09-28","5442-8273-4716-5246"
1402,1118,10,2022,38596.53,5789.48,1929.83,3082,49397.83,3859.65,0.0,615,4474.65,44923.18,"2022-10-26","5442-8273-4716-5246"
1403,1118,11,2022,38839.53,5825.93,1941.98,4579,51186.44,3883.95,0.0,1249,5132.95,46053.48,"2022-11-28","5442-8273-4716-5246"
1404,1118,12,2022,38750.65,5812.6,1937.53,3497,49997.78,3875.06,0.0,1888,5763.06,44234.71,"2022-12-25","5442-8273-4716-5246"
1405,1119,1,2022,64222.54,9633.38,3211.13,4707,81774.05,6422.25,711.13,1499,8632.38,73141.67,"2022-01-26","5361-5846-9585-7077"
1406,1119,2,2022,60769.0,9115.35,3038.45,2743,75665.8,6076.9,538.45,782,7397.35,68268.45,"2022-02-28","5361-5846-9585-7077"
1407,1119,3,2022,65130.76,9769.61,3256.54,4540,82696.91,6513.08,756.54,1208,8477.61,74219.3,"2022-03-27","5361-5846-9585-7077"
1408,1119,4,2022,60824.51,9123.68,3041.23,3501,76490.42,6082.45,541.23,1444,8067.68,68422.74,"2022-04-27","5361-5846-9585-7077"
1409,1119,5,2022,64543.34,9681.5,3227.17,2736,80188.01,6454.33,727.17,796,7977.5,72210.51,"2022-05-25","5361-5846-9585-7077"
1410,1119,6,2022,60020.59,9003.09,3001.03,3696,75720.71,6002.06,501.03,1185,7688.09,68032.62,"2022-06-26","5361-5846-9585-7077"
1411,1119,7,2022,60739.51,9110.93,3036.98,2799,75686.41,6073.95,536.98,1005,7615.93,68070.49,"2022-07-26","5361-5846-9585-7077"
1412,1119,8,2022,62597.82,9389.67,3129.89,2946,78063.39,6259.78,629.89,1662,8551.67,69511.71,"2022-08-27","5361-5846-9585-7077"
1413,1119,9,2022,62739.84,9410.98,3136.99,3077,78364.81,6273.98,636.99,981,7891.98,70472.84,"2022-09-25","5361-5846-9585-7077"
1414,1119,10,2022,62491.06,9373.66,3124.55,4432,79421.27,6249.11,624.55,1096,7969.66,71451.61,"2022-10-28","5361-5846-9585-7077"
1415,1119,11,2022,60210.65,9031.6,3010.53,3755,76007.78,6021.06,510.53,1437,7968.6,68039.18,"2022-11-26","5361-5846-9585-7077"
1416,1119,12,2022,64031.09,9604.66,3201.55,2191,79028.31,6403.11,701.55,1534,8638.66,70389.64,"2022-12-27","5361-5846-9585-7077"
1417,1120,1,2022,88296.81,13244.52,4414.84,3776,109732.18,8829.68,1914.84,1757,12501.52,97230.65,"2022-01-27","5710-4570-2546-1123"
1418,1120,2,2022,87558.56,13133.78,4377.93,3396,108466.27,8755.86,1877.93,1170,11803.78,96662.49,"2022-02-28","5710-4570-2546-1123"
1419,1120,3,2022,87720.35,13158.05,4386.02,2385,107649.42,8772.04,1886.02,754,11412.05,96237.37,"2022-03-27","5710-4570-2546-1123"
1420,1120,4,2022,88905.02,13335.75,4445.25,4453,111139.03,8890.5,1945.25,717,11552.75,99586.27,"2022-04-26","5710-4570-2546-1123"
1421,1120,5,2022,87501.87,13125.28,4375.09,4072,109074.24,8750.19,1875.09,837,11462.28,97611.96,"2022-05-25","5710-4570-2546-1123"
1422,1120,6,2022,89545.77,13431.87,4477.29,2545,109999.93,8954.58,1977.29,1887,12818.87,97181.06,"2022-06-28","5710-4570-2546-1123"
1423,1120,7,2022,84028.97,12604.35,4201.45,2305,103139.77,8402.9,1701.45,879,10983.35,92156.42,"2022-07-28","5710-4570-2546-1123"
1424,1120,8,2022,85742.22,12861.33,4287.11,3886,106776.67,8574.22,1787.11,670,11031.33,95745.33,"2022-08-27","5710-4570-2546-1123"
1425,1120,9,2022,86526.15,12978.92,4326.31,3677,107508.38,8652.62,1826.31,1463,11941.92,95566.46,"2022-09-27","5710-4570-2546-1123"
1426,1120,10,2022,85258.75,12788.81,4262.94,3032,105342.5,8525.88,1762.94,1276,11564.81,93777.69,"2022-10-26","5710-4570-2546-1123"
1427,1120,11,2022,88894.04,13334.11,4444.7,2386,109058.85,8889.4,1944.7,941,11775.11,97283.74,"2022-11-28","5710-4570-2546-1123"
1428,1120,12,2022,85167.79,12775.17,4258.39,2192,104393.34,8516.78,1758.39,1856,12131.17,92262.18,"2022-12-25","5710-4570-2546-1123"
1429,1121,1,2022,40418.98,6062.85,2020.95,3312,51814.78,4041.9,0.0,1382,5423.9,46390.88,"2022-01-28","4279-2167-3458-2198"
1430,1121,2,2022,38837.3,5825.59,1941.86,2891,49495.76,3883.73,0.0,1225,5108.73,44387.03,"2022-02-25","4279-2167-3458-2198"
1431,1121,3,2022,36797.49,5519.62,1839.87,3020,47176.99,3679.75,0.0,1427,5106.75,42070.24,"2022-03-25","4279-2167-3458-2198"
1432,1121,4,2022,39237.65,5885.65,1961.88,4713,51798.19,3923.77,0.0,1244,5167.77,46630.42,"2022-04-25","4279-2167-3458-2198"
1433,1121,5,2022,38969.9,5845.49,1948.5,4398,51161.89,3896.99,0.0,1199,5095.99,46065.9,"2022-05-25","4279-2167-3458-2198"
1434,1121,6,2022,40274.92,6041.24,2013.75,2080,50409.9,4027.49,0.0,1824,5851.49,44558.41,"2022-06-28","4279-2167-3458-2198"
1435,1121,7,2022,37017.21,5552.58,1850.86,2388,46808.65,3701.72,0.0,1806,5507.72,41300.93,"2022-07-27","4279-2167-3458-2198"
1436,1121,8,2022,39884.6,5982.69,1994.23,2777,50638.52,3988.46,0.0,784,4772.46,45866.06,"2022-08-28","4279-2167-3458-2198"
1437,1121,9,2022,40542.55,6081.38,2027.13,3088,51739.06,4054.25,0.0,1195,5249.25,46489.8,"2022-09-26","4279-2167-3458-2198"
1438,1121,10,2022,40052.41,6007.86,2002.62,4340,52402.89,4005.24,0.0,1988,5993.24,46409.65,"2022-10-26","4279-2167-3458-2198"
1439,1121,11,2022,40476.88,6071.53,2023.84,3433,52005.25,4047.69,0.0,1216,5263.69,46741.57,"2022-11-25","4279-2167-3458-2198"
1440,1121,12,2022,37922.86,5688.43,1896.14,3251,48758.44,3792.29,0.0,737,4529.29,44229.15,"2022-12-27","4279-2167-3458-2198"
1441,1122,1,2022,40893.45,6134.02,2044.67,3328,52400.14,4089.34,0.0,1799,5888.34,46511.79,"2022-01-27","6574-6363-7259-2619"
1442,1122,2,2022,42376.91,6356.54,2118.85,3336,54188.29,4237.69,0.0,1082,5319.69,48868.6,"2022-02-26","6574-6363-7259-2619"
1443,1122,3,2022,43849.24,6577.39,2192.46,4570,57189.08,4384.92,0.0,705,5089.92,52099.16,"2022-03-28","6574-6363-7259-2619"
1444,1122,4,2022,44610.05,6691.51,2230.5,2159,55691.06,4461.01,0.0,1565,6026.01,49665.06,"2022-04-26","6574-6363-7259-2619"
1445,1122,5,2022,44314.91,6647.24,2215.75,3731,56908.89,4431.49,0.0,1592,6023.49,50885.4,"2022-05-25","6574-6363-7259-2619"
1446,1122,6,2022,41713.71,6257.06,2085.69,4984,55040.45,4171.37,0.0,1954,6125.37,48915.08,"2022-06-25","6574-6363-7259-2619"
1447,1122,7,2022,40995.46,6149.32,2049.77,3732,52926.55,4099.55,0.0,1897,5996.55,46930.0,"2022-07-28","6574-6363-7259-2619"
1448,1122,8,2022,40851.36,6127.7,2042.57,2324,51345.63,4085.14,0.0,1179,5264.14,46081.5,"2022-08-25","6574-6363-7259-2619"
1449,1122,9,2022,41947.21,6292.08,2097.36,2371,52707.65,4194.72,0.0,650,4844.72,47862.93,"2022-09-28","6574-6363-7259-2619"
1450,1122,10,2022,40802.5,6120.37,2040.12,3703,52666.0,4080.25,0.0,1096,5176.25,47489.75,"2022-10-25","6574-6363-7259-2619"
1451,1122,11,2022,40964.89,6144.73,2048.24,2552,51709.87,4096.49,0.0,1182,5278.49,46431.38,"2022-11-26","6574-6363-7259-2619"
1452,1122,12,2022,40655.56,6098.33,2032.78,2186,50972.68,4065.56,0.0,664,4729.56,46243.12,"2022-12-25","6574-6363-7259-2619"
1453,1123,1,2022,34271.58,5140.74,1713.58,4730,45855.9,3427.16,0.0,1820,5247.16,40608.74,"2022-01-25","8016-9686-1077-2959"
1454,1123,2,2022,32955.9,4943.38,1647.79,4662,44209.08,3295.59,0.0,794,4089.59,40119.49,"2022-02-28","8016-9686-1077-2959"
1455,1123,3,2022,33589.05,5038.36,1679.45,2840,43146.86,3358.91,0.0,528,3886.91,39259.96,"2022-03-28","8016-9686-1077-2959"
1456,1123,4,2022,34755.07,5213.26,1737.75,2273,43979.08,3475.51,0.0,1224,4699.51,39279.57,"2022-04-26","8016-9686-1077-2959"
1457,1123,5,2022,33579.43,5036.92,1678.97,4072,44367.32,3357.94,0.0,1353,4710.94,39656.38,"2022-05-28","8016-9686-1077-2959"
1458,1123,6,2022,32890.29,4933.54,1644.51,4253,43721.35,3289.03,0.0,976,4265.03,39456.32,"2022-06-25","8016-9686-1077-2959"
1459,1123,7,2022,33869.13,5080.37,1693.46,2492,43134.95,3386.91,0.0,1432,4818.91,38316.04,"2022-07-26","8016-9686-1077-2959"
1460,1123,8,2022,33144.5,4971.68,1657.23,4109,43882.41,3314.45,0.0,1178,4492.45,39389.95,"2022-08-27","8016-9686-1077-2959"
1461,1123,9,2022,33893.64,5084.05,1694.68,2530,43202.36,3389.36,0.0,1973,5362.36,37840.0,"2022-09-28","8016-9686-1077-2959"
1462,1123,10,2022,34681.97,5202.3,1734.1,4793,46411.37,3468.2,0.0,500,3968.2,42443.17,"2022-10-26","8016-9686-1077-2959"
1463,1123,11,2022,32884.69,4932.7,1644.23,4374,43835.63,3288.47,0.0,639,3927.47,39908.16,"2022-11-25","8016-9686-1077-2959"
1464,1123,12,2022,34208.06,5131.21,1710.4,4296,45345.67,3420.81,0.0,1743,5163.81,40181.86,"2022-12-25","8016-9686-1077-2959"
1465,1124,1,2022,20988.38,3148.26,1049.42,3154,28340.05,2098.84,0.0,1353,3451.84,24888.21,"2022-01-26","7206-1012-9384-2132"
1466,1124,2,2022,21601.25,3240.19,1080.06,3206,29127.5,2160.12,0.0,995,3155.12,25972.37,"2022-02-28","7206-1012-9384-2132"
1467,1124,3,2022,22580.94,3387.14,1129.05,3540,30637.12,2258.09,0.0,1512,3770.09,26867.03,"2022-03-28","7206-1012-9384-2132"
1468,1124,4,2022,21045.04,3156.76,1052.25,4589,29843.05,2104.5,0.0,1336,3440.5,26402.55,"2022-04-26","7206-1012-9384-2132"
1469,1124,5,2022,22574.07,3386.11,1128.7,4587,31675.88,2257.41,0.0,880,3137.41,28538.47,"2022-05-28","7206-1012-9384-2132"
1470,1124,6,2022,21445.98,3216.9,1072.3,4818,30553.18,2144.6,0.0,1340,3484.6,27068.58,"2022-06-26","7206-1012-9384-2132"
1471,1124,7,2022,22072.59,3310.89,1103.63,3220,29707.11,2207.26,0.0,1502,3709.26,25997.85,"2022-07-27","7206-1012-9384-2132"
1472,1124,8,2022,22399.44,3359.92,1119.97,4219,31098.33,2239.94,0.0,1296,3535.94,27562.39,"2022-08-26","7206-1012-9384-2132"
1473,1124,9,2022,20888.89,3133.33,1044.44,2599,27665.67,2088.89,0.0,1490,3578.89,24086.78,"2022-09-26","7206-1012-9384-2132"
1474,1124,10,2022,21267.66,3190.15,1063.38,4486,30007.19,2126.77,0.0,1827,3953.77,26053.43,"2022-10-28","7206-1012-9384-2132"
1475,1124,11,2022,22591.69,3388.75,1129.58,3185,30295.03,2259.17,0.0,884,3143.17,27151.86,"2022-11-27","7206-1012-9384-2132"
1476,1124,12,2022,22095.49,3314.32,1104.77,4324,30838.59,2209.55,0.0,1168,3377.55,27461.04,"2022-12-26","7206-1012-9384-2132"
1477,1125,1,2022,28089.3,4213.4,1404.47,4401,38108.16,2808.93,0.0,1737,4545.93,33562.23,"2022-01-25","2729-5265-3774-2002"
1478,1125,2,2022,27876.32,4181.45,1393.82,3863,37314.59,2787.63,0.0,662,3449.63,33864.96,"2022-02-27","2729-5265-3774-2002"
1479,1125,3,2022,27338.15,4100.72,1366.91,3462,36267.78,2733.82,0.0,1552,4285.82,31981.97,"2022-03-25","2729-5265-3774-2002"
1480,1125,4,2022,25708.25,3856.24,1285.41,2002,32851.9,2570.82,0.0,1384,3954.82,28897.07,"2022-04-28","2729-5265-3774-2002"
1481,1125,5,2022,27897.21,4184.58,1394.86,3522,36998.65,2789.72,0.0,1092,3881.72,33116.93,"2022-05-27","2729-5265-3774-2002"
